,distance,radius
104,inf,117.29179382324219
105,inf,117.29179382324219
106,inf,117.29179382324219
107,inf,117.28877258300781
108,inf,117.28877258300781
109,inf,117.1687240600586
110,inf,117.1687240600586
111,inf,117.1687240600586
112,inf,117.1687240600586
113,inf,117.1687240600586
114,inf,117.1687240600586
115,inf,117.1687240600586
116,inf,117.1687240600586
117,inf,117.31271362304688
118,inf,117.31271362304688
119,inf,117.31271362304688
120,inf,117.31271362304688
121,inf,117.31271362304688
122,inf,117.1896743774414
123,inf,117.1896743774414
124,inf,117.1896743774414
125,inf,117.1896743774414
126,inf,117.1896743774414
127,inf,117.1896743774414
128,inf,117.1896743774414
129,inf,117.1896743774414
130,inf,117.1896743774414
131,inf,117.1896743774414
132,inf,117.1896743774414
133,inf,117.14826202392578
134,inf,117.14826202392578
135,inf,117.14826202392578
136,inf,117.14826202392578
137,inf,117.14826202392578
138,inf,117.14826202392578
139,inf,117.17488098144531
140,inf,117.17488098144531
141,inf,117.17488098144531
142,inf,117.39962005615234
143,inf,117.39962005615234
144,inf,117.39962005615234
145,inf,117.39962005615234
146,inf,117.39962005615234
147,inf,117.39962005615234
148,inf,117.39962005615234
149,inf,117.39962005615234
150,inf,117.20245361328125
151,inf,117.20245361328125
152,inf,117.20245361328125
153,inf,117.20245361328125
154,inf,117.20245361328125
155,inf,117.22107696533203
156,inf,117.22107696533203
157,inf,117.17633056640625
158,inf,117.17633056640625
159,inf,117.17633056640625
160,inf,117.17633056640625
161,inf,117.17633056640625
162,inf,117.17633056640625
163,inf,117.17633056640625
164,inf,117.17633056640625
165,inf,117.16791534423828
166,inf,117.10320281982422
167,inf,117.10320281982422
168,inf,117.10320281982422
169,inf,117.28192901611328
170,inf,117.28053283691406
171,inf,117.28053283691406
172,inf,117.28053283691406
173,inf,117.28053283691406
174,inf,117.28053283691406
175,inf,117.28053283691406
176,inf,117.28053283691406
177,inf,117.28053283691406
178,inf,117.28053283691406
179,inf,117.27889251708984
180,inf,117.27889251708984
181,inf,117.27889251708984
182,inf,117.281982421875
183,inf,117.3766860961914
184,inf,117.3766860961914
185,inf,117.3766860961914
186,inf,117.37663269042969
187,inf,117.37663269042969
188,inf,117.37663269042969
189,inf,117.2437973022461
190,inf,117.2437973022461
191,inf,117.2437973022461
192,inf,117.2437973022461
193,inf,117.2437973022461
194,inf,117.2437973022461
195,inf,117.19303894042969
196,inf,117.19303894042969
197,inf,117.17401123046875
198,inf,117.55221557617188
199,inf,117.55221557617188
200,inf,117.46542358398438
201,inf,117.46542358398438
202,inf,117.46542358398438
203,inf,117.46542358398438
204,inf,117.52249908447266
205,inf,117.52249908447266
206,inf,117.52249908447266
207,inf,117.52249908447266
208,inf,117.52249908447266
209,inf,117.52249908447266
210,inf,117.52249908447266
211,inf,117.4620361328125
212,inf,117.4620361328125
213,inf,117.4620361328125
214,inf,117.4620361328125
215,inf,117.52976989746094
216,inf,117.52976989746094
217,inf,117.52976989746094
218,inf,117.56995391845703
219,inf,117.56995391845703
220,inf,117.56995391845703
221,inf,117.56995391845703
222,inf,117.56995391845703
223,inf,117.56995391845703
224,inf,117.56995391845703
225,inf,117.56995391845703
226,inf,117.56995391845703
227,inf,117.38758087158203
228,inf,117.38758087158203
229,inf,117.38758087158203
230,inf,117.38758087158203
231,inf,117.38758087158203
232,inf,117.38758087158203
233,inf,117.46826171875
234,inf,117.46826171875
235,inf,117.46826171875
236,inf,117.4520492553711
237,inf,117.4520492553711
238,inf,117.4520034790039
239,inf,117.4520034790039
240,inf,117.4520034790039
241,inf,117.4520034790039
242,inf,117.50069427490234
243,inf,117.50069427490234
244,inf,117.50069427490234
245,inf,117.50069427490234
246,inf,117.50069427490234
247,inf,117.47916412353516
248,inf,117.47916412353516
249,inf,117.47916412353516
250,inf,117.47916412353516
251,inf,117.47916412353516
252,inf,117.5979995727539
253,inf,117.5979995727539
254,inf,117.5979995727539
255,inf,117.5979995727539
256,inf,117.5979995727539
257,inf,117.5979995727539
258,inf,117.5979995727539
259,inf,117.5979995727539
260,inf,117.5979995727539
261,inf,117.48775482177734
262,inf,117.48775482177734
263,inf,117.48775482177734
264,inf,117.48775482177734
265,inf,117.48775482177734
266,inf,117.48775482177734
267,inf,117.48775482177734
268,inf,117.48775482177734
269,inf,117.48775482177734
270,inf,117.52669525146484
271,inf,117.52669525146484
272,inf,117.52669525146484
273,inf,117.52669525146484
274,inf,117.52669525146484
275,inf,117.52669525146484
276,inf,117.52669525146484
277,inf,117.52669525146484
278,inf,117.59368133544922
279,inf,117.59368133544922
280,inf,117.59368133544922
281,inf,117.59368133544922
282,inf,117.59368133544922
283,inf,117.47142791748047
284,inf,117.47142791748047
285,inf,117.47142791748047
286,inf,117.47142791748047
287,inf,117.47142791748047
288,inf,117.47142791748047
289,inf,117.47142791748047
290,inf,117.47142791748047
291,inf,117.47142791748047
292,inf,117.47142791748047
293,inf,117.47142791748047
294,inf,117.60916137695312
295,inf,117.60916137695312
296,inf,117.60916137695312
297,inf,117.60337829589844
298,inf,117.60337829589844
299,inf,117.60337829589844
300,inf,117.60337829589844
301,inf,117.60337829589844
302,inf,117.60337829589844
303,inf,117.60337829589844
304,inf,117.48249816894531
305,inf,117.48249816894531
306,inf,117.48249816894531
307,inf,117.48249816894531
308,inf,117.53101348876953
309,inf,117.53101348876953
310,inf,117.53101348876953
311,inf,117.53101348876953
312,inf,117.53101348876953
313,inf,117.53101348876953
314,inf,117.53101348876953
315,inf,117.53101348876953
316,inf,117.48656463623047
317,inf,117.48656463623047
318,inf,117.48656463623047
319,inf,117.48656463623047
320,inf,117.48656463623047
321,inf,117.48656463623047
322,inf,117.61429595947266
323,inf,117.61429595947266
324,inf,117.61429595947266
325,inf,117.61429595947266
326,inf,117.49375915527344
327,inf,117.49375915527344
328,inf,117.49375915527344
329,inf,117.49375915527344
330,inf,117.49375915527344
331,inf,117.49375915527344
332,inf,117.49542999267578
333,inf,117.49542999267578
334,inf,117.49542999267578
335,inf,117.49542999267578
336,inf,117.64447784423828
337,inf,117.6736831665039
338,inf,117.6736831665039
339,inf,117.64202117919922
340,inf,117.64202117919922
341,inf,117.64202117919922
342,inf,117.64202117919922
343,inf,117.64202117919922
344,inf,117.64202117919922
345,inf,117.64202117919922
346,inf,117.64202117919922
347,inf,117.59142303466797
348,inf,117.60099792480469
349,inf,117.60099792480469
350,inf,117.58676147460938
351,inf,117.58676147460938
352,inf,117.58676147460938
353,inf,117.58676147460938
354,inf,117.58676147460938
355,inf,117.18109130859375
356,inf,117.18109130859375
357,inf,117.66150665283203
358,inf,117.66150665283203
359,inf,117.66150665283203
360,inf,117.66150665283203
361,inf,117.66150665283203
362,inf,117.66150665283203
363,inf,117.66150665283203
364,inf,117.66150665283203
365,inf,117.66150665283203
366,inf,117.66150665283203
367,inf,117.66150665283203
368,inf,117.65567779541016
369,inf,117.65567779541016
370,inf,117.65567779541016
371,inf,117.61752319335938
372,inf,117.61752319335938
373,inf,117.61752319335938
374,inf,117.61752319335938
375,inf,117.61752319335938
376,inf,117.61752319335938
377,inf,117.61752319335938
378,inf,117.61752319335938
379,inf,117.61752319335938
380,inf,117.61752319335938
381,inf,117.61752319335938
382,inf,117.61752319335938
383,inf,117.61752319335938
384,inf,117.61752319335938
385,inf,117.61752319335938
386,inf,117.53137969970703
387,inf,117.50706481933594
388,inf,117.50706481933594
389,inf,117.50706481933594
390,inf,117.50706481933594
391,inf,117.54933166503906
392,inf,117.54933166503906
393,inf,117.54933166503906
394,inf,117.54933166503906
395,inf,117.54933166503906
396,inf,117.54933166503906
397,inf,117.54933166503906
398,inf,117.54933166503906
399,inf,117.54933166503906
400,inf,117.54933166503906
401,inf,117.54933166503906
402,inf,117.54933166503906
403,inf,117.54933166503906
404,inf,117.54933166503906
405,inf,117.59598541259766
406,inf,117.59598541259766
407,inf,117.55635070800781
408,inf,117.61307525634766
409,inf,117.61307525634766
410,inf,117.6109848022461
411,inf,117.6109848022461
412,inf,117.6109848022461
413,inf,117.6109848022461
414,inf,117.6109848022461
415,inf,117.6109848022461
416,inf,117.6109848022461
417,inf,117.6109848022461
418,inf,117.6109848022461
419,inf,117.4762191772461
420,inf,117.4762191772461
421,inf,117.4762191772461
422,inf,117.4762191772461
423,inf,117.57372283935547
424,inf,117.57372283935547
425,inf,117.57372283935547
426,inf,117.57372283935547
427,inf,117.57372283935547
428,inf,117.52669525146484
429,inf,117.52669525146484
430,inf,117.52669525146484
431,inf,117.52669525146484
432,inf,117.52669525146484
433,inf,117.52669525146484
434,inf,117.52669525146484
435,inf,117.52669525146484
436,inf,117.52669525146484
437,inf,117.52669525146484
438,inf,117.52669525146484
439,inf,117.52669525146484
440,inf,117.4000473022461
441,inf,117.4000473022461
442,inf,117.4000473022461
443,inf,117.4000473022461
444,inf,117.5303726196289
445,inf,117.52777099609375
446,inf,117.52777099609375
447,inf,117.52777099609375
448,inf,117.52777099609375
449,inf,117.52777099609375
450,inf,117.52777099609375
451,inf,117.52777099609375
452,inf,117.52777099609375
453,inf,117.52777099609375
454,inf,117.52777099609375
455,inf,117.52777099609375
456,inf,117.52777099609375
457,inf,117.54411315917969
458,inf,117.54411315917969
459,inf,117.48882293701172
460,inf,117.48882293701172
461,inf,117.48882293701172
462,inf,117.48882293701172
463,inf,117.48882293701172
464,inf,117.48882293701172
465,inf,117.48882293701172
466,inf,117.48882293701172
467,inf,117.50077056884766
468,inf,117.50077056884766
469,inf,117.50077056884766
470,inf,117.50743103027344
471,inf,117.48291778564453
472,inf,117.48291778564453
473,inf,117.48291778564453
474,inf,117.48291778564453
475,inf,117.48291778564453
476,inf,117.48291778564453
477,inf,117.48291778564453
478,inf,117.48291778564453
479,inf,117.37708282470703
480,inf,117.37708282470703
481,inf,117.3876953125
482,inf,117.56990814208984
483,inf,117.56990814208984
484,inf,117.56990814208984
485,inf,117.56990814208984
486,inf,117.56990814208984
487,inf,117.56990814208984
488,inf,117.56990814208984
489,inf,117.56990814208984
490,inf,117.46212768554688
491,inf,117.46212768554688
492,inf,117.46212768554688
493,inf,117.68086242675781
494,inf,117.68086242675781
495,inf,117.68086242675781
496,inf,117.68086242675781
497,inf,117.60747528076172
498,inf,117.60747528076172
499,inf,117.60747528076172
500,inf,117.60747528076172
501,inf,117.65319061279297
502,inf,117.65319061279297
503,inf,117.65319061279297
504,inf,117.6574935913086
505,inf,117.6574935913086
506,inf,117.62348937988281
507,inf,117.2436752319336
508,inf,117.2436752319336
509,inf,117.2436752319336
510,inf,117.2436752319336
511,inf,117.2436752319336
512,inf,117.35163116455078
513,inf,117.35163116455078
514,inf,117.35163116455078
515,inf,117.35163116455078
516,inf,117.35163116455078
517,inf,117.37710571289062
518,inf,117.37710571289062
519,inf,117.37710571289062
520,inf,117.37710571289062
521,inf,117.32962799072266
522,inf,117.32962799072266
523,inf,117.32962799072266
524,inf,117.32962799072266
525,inf,117.32962799072266
526,inf,117.32962799072266
527,inf,117.32962799072266
528,inf,117.32962799072266
529,inf,117.4581527709961
530,inf,117.4581527709961
531,inf,117.4581527709961
532,inf,117.4581527709961
533,inf,117.4581527709961
534,inf,117.4417495727539
535,inf,117.4417495727539
536,inf,117.4417495727539
537,inf,117.22099304199219
538,inf,117.22099304199219
539,inf,117.22099304199219
540,inf,117.22099304199219
541,inf,117.22099304199219
542,inf,117.22099304199219
543,inf,117.22099304199219
544,inf,117.22099304199219
545,inf,117.22099304199219
546,inf,117.22099304199219
547,inf,117.22099304199219
548,inf,117.22099304199219
549,inf,117.40575408935547
550,inf,117.40575408935547
551,inf,117.40575408935547
552,inf,117.40575408935547
553,inf,117.40575408935547
554,inf,117.40575408935547
555,inf,117.40575408935547
556,inf,117.40575408935547
557,inf,117.40575408935547
558,inf,117.40575408935547
559,inf,117.39268493652344
560,inf,117.39268493652344
561,inf,117.39268493652344
562,inf,117.39268493652344
563,inf,117.39268493652344
564,inf,117.39268493652344
565,inf,117.39268493652344
566,inf,117.39268493652344
567,inf,117.39268493652344
568,inf,117.39268493652344
569,inf,117.54583740234375
570,inf,117.54583740234375
571,inf,117.54583740234375
572,inf,117.4083480834961
573,inf,117.4083480834961
574,inf,117.4083480834961
575,inf,117.4083480834961
576,inf,117.4083480834961
577,inf,117.4083480834961
578,inf,117.4083480834961
579,inf,117.4083480834961
580,inf,117.4083480834961
581,inf,117.31379699707031
582,inf,117.31379699707031
583,inf,117.31379699707031
584,inf,117.31379699707031
585,inf,117.31379699707031
586,inf,117.31379699707031
587,inf,117.31379699707031
588,inf,117.33391571044922
589,inf,117.33391571044922
590,inf,117.33391571044922
591,inf,117.54959106445312
592,inf,117.3542709350586
593,inf,117.3542709350586
594,inf,117.3542709350586
595,inf,117.3542709350586
596,inf,117.3542709350586
597,inf,117.3542709350586
598,inf,117.3542709350586
599,inf,117.34175109863281
600,inf,117.34175109863281
601,inf,117.34175109863281
602,inf,117.34175109863281
603,inf,117.34175109863281
604,inf,117.34175109863281
605,inf,117.36604309082031
606,inf,117.36604309082031
607,inf,117.36604309082031
608,inf,117.36604309082031
609,inf,117.36604309082031
610,inf,117.36604309082031
611,inf,117.36604309082031
612,inf,117.36604309082031
613,inf,117.36604309082031
614,inf,117.26631927490234
615,inf,117.26631927490234
616,inf,117.26631927490234
617,inf,117.26631927490234
618,inf,117.5534896850586
619,inf,117.45409393310547
620,inf,117.45409393310547
621,inf,117.45409393310547
622,inf,117.45409393310547
623,inf,117.45409393310547
624,inf,117.45409393310547
625,inf,117.45409393310547
626,inf,117.45409393310547
627,inf,117.45409393310547
628,inf,117.45409393310547
629,inf,117.45409393310547
630,inf,117.45409393310547
631,inf,117.45409393310547
632,inf,117.45409393310547
633,inf,117.49675750732422
634,inf,117.49675750732422
635,inf,117.41239166259766
636,inf,117.41239166259766
637,inf,117.41239166259766
638,inf,117.41239166259766
639,inf,117.41239166259766
640,inf,117.41239166259766
641,inf,117.41239166259766
642,inf,117.41239166259766
643,inf,117.41239166259766
644,inf,117.70637512207031
645,inf,117.70637512207031
646,inf,117.70640563964844
647,inf,117.70640563964844
648,inf,117.68936920166016
649,inf,117.68936920166016
650,inf,117.68936920166016
651,inf,117.68936920166016
652,inf,117.77212524414062
653,inf,117.77212524414062
654,inf,117.77212524414062
655,inf,117.67974853515625
656,inf,117.67974853515625
657,inf,117.67974853515625
658,inf,117.67974853515625
659,inf,117.67974853515625
660,inf,117.67974853515625
661,inf,117.67974853515625
662,inf,117.67974853515625
663,inf,117.69979095458984
664,inf,117.69979095458984
665,inf,117.69979095458984
666,inf,117.69979095458984
667,inf,117.46995544433594
668,inf,117.46995544433594
669,inf,117.46995544433594
670,inf,117.46995544433594
671,inf,117.46995544433594
672,inf,117.46995544433594
673,inf,117.46995544433594
674,inf,117.46995544433594
675,inf,117.46995544433594
676,inf,117.46995544433594
677,inf,117.46995544433594
678,inf,117.31945037841797
679,inf,117.29936218261719
680,inf,117.4581527709961
681,inf,117.4581527709961
682,inf,117.4581527709961
683,inf,117.4581527709961
684,inf,117.4581527709961
685,inf,117.4581527709961
686,inf,117.4581527709961
687,inf,117.4581527709961
688,inf,117.4581527709961
689,inf,117.4581527709961
690,inf,117.4581527709961
691,inf,117.4581527709961
692,inf,117.4581527709961
693,inf,117.23735809326172
694,inf,117.23735809326172
695,inf,117.23735809326172
696,inf,117.23735809326172
697,inf,117.23735809326172
698,inf,117.35198974609375
699,inf,117.35198974609375
700,inf,117.35198974609375
701,inf,117.35198974609375
702,inf,117.35198974609375
703,inf,117.35198974609375
704,inf,117.35198974609375
705,inf,117.35198974609375
706,inf,117.35198974609375
707,inf,117.41561126708984
708,inf,117.41561126708984
709,inf,117.41561126708984
710,inf,117.41561126708984
711,inf,117.41561126708984
712,inf,117.41561126708984
713,inf,117.41561126708984
714,inf,117.32855987548828
715,inf,117.32855987548828
716,inf,117.54652404785156
717,inf,117.54583740234375
718,inf,117.54583740234375
719,inf,117.54583740234375
720,inf,117.54583740234375
721,inf,117.54583740234375
722,inf,117.54583740234375
723,inf,117.54583740234375
724,inf,117.54583740234375
725,inf,117.54583740234375
726,inf,117.4083480834961
727,inf,117.4083480834961
728,inf,117.4083480834961
729,inf,117.4083480834961
730,inf,117.4083480834961
731,inf,117.4083480834961
732,inf,117.4083480834961
733,inf,117.4083480834961
734,inf,117.4083480834961
735,inf,117.38834381103516
736,inf,117.4083480834961
737,inf,117.4083480834961
738,inf,117.62842559814453
739,inf,117.62842559814453
740,inf,117.62842559814453
741,inf,117.62788391113281
742,inf,117.62788391113281
743,inf,117.62788391113281
744,inf,117.62788391113281
745,inf,117.62788391113281
746,inf,117.62788391113281
747,inf,117.41639709472656
748,inf,117.41639709472656
749,inf,117.41639709472656
750,inf,117.41639709472656
751,inf,117.41639709472656
752,inf,117.41639709472656
753,inf,117.41639709472656
754,inf,117.41630554199219
755,inf,117.41630554199219
756,inf,117.41630554199219
757,inf,117.41630554199219
758,inf,117.41630554199219
759,inf,117.41630554199219
760,inf,117.41630554199219
761,inf,117.41559600830078
762,inf,117.41559600830078
763,inf,117.41559600830078
764,inf,117.5873031616211
765,inf,117.5873031616211
766,inf,117.5873031616211
767,inf,117.5873031616211
768,inf,117.47823333740234
769,inf,117.47823333740234
770,inf,117.47823333740234
771,inf,117.46178436279297
772,inf,117.39228057861328
773,inf,117.39228057861328
774,inf,117.39228057861328
775,inf,117.39228057861328
776,inf,117.39228057861328
777,inf,117.39644622802734
778,inf,117.39644622802734
779,inf,117.44453430175781
780,inf,117.44453430175781
781,inf,117.44453430175781
782,inf,117.44453430175781
783,inf,117.44453430175781
784,inf,117.44453430175781
785,inf,117.44453430175781
786,inf,117.44453430175781
787,inf,117.44453430175781
788,inf,117.35152435302734
789,inf,117.35152435302734
790,inf,117.71817779541016
791,inf,117.71817779541016
792,inf,117.7181625366211
793,inf,117.7181625366211
794,inf,117.7181625366211
795,inf,117.7181625366211
796,inf,117.7181625366211
797,inf,117.7817611694336
798,inf,117.7817611694336
799,inf,117.7817611694336
800,inf,117.7817611694336
801,inf,117.77212524414062
802,inf,117.77212524414062
803,inf,117.77212524414062
804,inf,117.77212524414062
805,inf,117.77212524414062
806,inf,117.77212524414062
807,inf,117.67974853515625
808,inf,117.73956298828125
809,inf,117.73956298828125
810,inf,117.73956298828125
811,inf,117.73956298828125
812,inf,117.73956298828125
813,inf,117.73956298828125
814,inf,117.73956298828125
815,inf,117.70637512207031
816,inf,117.70637512207031
817,inf,117.7180404663086
818,inf,117.7180404663086
819,inf,117.52336120605469
820,inf,117.52336120605469
821,inf,117.52336120605469
822,inf,117.52336120605469
823,inf,117.52336120605469
824,inf,117.52336120605469
825,inf,117.61898803710938
826,inf,117.61898803710938
827,inf,117.61898803710938
828,inf,117.61898803710938
829,inf,117.61898803710938
830,inf,117.61898803710938
831,inf,117.40090942382812
832,inf,117.40090942382812
833,inf,117.40090942382812
834,inf,117.40090942382812
835,inf,117.40090942382812
836,inf,117.40090942382812
837,inf,117.40090942382812
838,inf,117.40090942382812
839,inf,117.40090942382812
840,inf,117.40090942382812
841,inf,117.4536361694336
842,inf,117.4536361694336
843,inf,117.58509063720703
844,inf,117.58509063720703
845,inf,117.42765045166016
846,inf,117.42765045166016
847,inf,117.42765045166016
848,inf,117.42765045166016
849,inf,117.42765045166016
850,inf,117.42765045166016
851,inf,117.42765045166016
852,inf,117.42765045166016
853,inf,117.42765045166016
854,inf,117.42765045166016
855,inf,117.42765045166016
856,inf,117.42765045166016
857,inf,117.42765045166016
858,inf,117.42765045166016
859,inf,117.42765045166016
860,inf,117.42765045166016
861,inf,117.42765045166016
862,inf,117.5633544921875
863,inf,117.5633544921875
864,inf,117.5633544921875
865,inf,117.5633544921875
866,inf,117.5504379272461
867,inf,117.62896728515625
868,inf,117.62883758544922
869,inf,117.62883758544922
870,inf,117.62883758544922
871,inf,117.62883758544922
872,inf,117.62883758544922
873,inf,117.62883758544922
874,inf,117.62883758544922
875,inf,117.62883758544922
876,inf,117.62883758544922
877,inf,117.62883758544922
878,inf,117.50238800048828
879,inf,117.50238800048828
880,inf,117.50238800048828
881,inf,117.50238800048828
882,inf,117.66346740722656
883,inf,117.64855194091797
884,inf,117.64855194091797
885,inf,117.64855194091797
886,inf,117.5458755493164
887,inf,117.5458755493164
888,inf,117.5458755493164
889,inf,117.54583740234375
890,inf,117.54583740234375
891,inf,117.54583740234375
892,inf,117.54583740234375
893,inf,117.54583740234375
894,inf,117.54583740234375
895,inf,117.54583740234375
896,inf,117.54583740234375
897,inf,117.54583740234375
898,inf,117.40583038330078
899,inf,117.40583038330078
900,inf,117.40583038330078
901,inf,117.40583038330078
902,inf,117.40583038330078
903,inf,117.40583038330078
904,inf,117.40583038330078
905,inf,117.40583038330078
906,inf,117.40583038330078
907,inf,117.40583038330078
908,inf,117.61431121826172
909,inf,117.61431121826172
910,inf,117.61431121826172
911,inf,117.61431121826172
912,inf,117.59892272949219
913,inf,117.59892272949219
914,inf,117.59892272949219
915,inf,117.59892272949219
916,inf,117.59892272949219
917,inf,117.59892272949219
918,inf,117.58485412597656
919,inf,117.58485412597656
920,inf,117.58485412597656
921,inf,117.58485412597656
922,inf,117.47295379638672
923,inf,117.47295379638672
924,inf,117.49732208251953
925,inf,117.49732208251953
926,inf,117.49732208251953
927,inf,117.49732208251953
928,inf,117.49732208251953
929,inf,117.49732208251953
930,inf,117.45310974121094
931,inf,117.45310974121094
932,inf,117.45310974121094
933,inf,117.45310974121094
934,inf,117.45310974121094
935,inf,117.45310974121094
936,inf,117.45310974121094
937,inf,117.79139709472656
938,inf,117.79139709472656
939,inf,117.7181625366211
940,inf,117.7181625366211
941,inf,117.75629425048828
942,inf,117.75629425048828
943,inf,117.75629425048828
944,inf,117.75629425048828
945,inf,117.75630187988281
946,inf,117.75630187988281
947,inf,117.75630187988281
948,inf,117.75630187988281
949,inf,117.75630187988281
950,inf,117.75630187988281
951,inf,117.84427642822266
952,inf,117.84427642822266
953,inf,117.84427642822266
954,inf,117.84427642822266
955,inf,117.84427642822266
956,inf,117.84427642822266
957,inf,117.84427642822266
958,inf,117.77317810058594
959,inf,117.77317810058594
960,inf,117.77317810058594
961,inf,117.77317810058594
962,inf,117.77317810058594
963,inf,117.77317810058594
964,inf,117.77317810058594
965,inf,117.69683837890625
966,inf,117.69683837890625
967,inf,117.69683837890625
968,inf,117.76742553710938
969,inf,117.7156982421875
970,inf,117.7156982421875
971,inf,117.67247772216797
972,inf,117.67247772216797
973,inf,117.67247772216797
974,inf,117.67247772216797
975,inf,117.67247772216797
976,inf,117.67247772216797
977,inf,117.67247772216797
978,inf,117.67247772216797
979,inf,117.67247772216797
980,inf,117.67247772216797
981,inf,117.63263702392578
982,inf,117.63263702392578
983,inf,117.63263702392578
984,inf,117.63263702392578
985,inf,117.63263702392578
986,inf,117.63263702392578
987,inf,117.75128173828125
988,inf,117.75128173828125
989,inf,117.75128173828125
990,inf,117.75128173828125
991,inf,117.75128173828125
992,inf,117.75128173828125
993,inf,117.75128173828125
994,inf,117.75128173828125
995,inf,117.54393768310547
996,inf,117.54393768310547
997,inf,117.60330963134766
998,inf,117.60330963134766
999,inf,117.60330963134766
1000,inf,117.60330963134766
1001,inf,117.60330963134766
1002,inf,117.60330963134766
1003,inf,117.60330963134766
1004,inf,117.60330963134766
1005,inf,117.73500061035156
1006,inf,117.73500061035156
1007,inf,117.73500061035156
1008,inf,117.73500061035156
1009,inf,117.73500061035156
1010,inf,117.73500061035156
1011,inf,117.73500061035156
1012,inf,117.7339096069336
1013,inf,117.7339096069336
1014,inf,117.7339096069336
1015,inf,117.7339096069336
1016,inf,117.7339096069336
1017,inf,117.7339096069336
1018,inf,117.7339096069336
1019,inf,117.7339096069336
1020,inf,117.7339096069336
1021,inf,117.7339096069336
1022,inf,117.7339096069336
1023,inf,117.7339096069336
1024,inf,117.7339096069336
1025,inf,117.7339096069336
1026,inf,117.7339096069336
1027,inf,117.88245391845703
1028,inf,117.88245391845703
1029,inf,117.74337768554688
1030,inf,117.74337768554688
1031,inf,117.74337768554688
1032,inf,117.74337768554688
1033,inf,117.74337768554688
1034,inf,117.74337768554688
1035,inf,117.74337768554688
1036,inf,117.74337768554688
1037,inf,117.73829650878906
1038,inf,117.73829650878906
1039,inf,117.73829650878906
1040,inf,117.73829650878906
1041,inf,117.73829650878906
1042,inf,117.76095581054688
1043,inf,117.76095581054688
1044,inf,117.76095581054688
1045,inf,117.76095581054688
1046,inf,117.76095581054688
1047,inf,117.76095581054688
1048,inf,117.76095581054688
1049,inf,117.70172882080078
1050,inf,117.7158203125
1051,inf,117.7158203125
1052,inf,117.81006622314453
1053,inf,117.81006622314453
1054,inf,117.81006622314453
1055,inf,117.81006622314453
1056,inf,117.81006622314453
1057,inf,117.81006622314453
1058,inf,117.81006622314453
1059,inf,117.81006622314453
1060,inf,117.81006622314453
1061,inf,117.81006622314453
1062,inf,117.81006622314453
1063,inf,117.80323791503906
1064,inf,117.80323791503906
1065,inf,117.80323791503906
1066,inf,117.80323791503906
1067,inf,117.80323791503906
1068,inf,117.84229278564453
1069,inf,117.74958801269531
